FILENAME,STATUS
QF_LIA/pb2010/normalized-j9028_2-unsat.smt2,RETURN PROOF
QF_LIA/pb2010/normalized-j602_7-unsat.smt2,RETURN PROOF
QF_LIA/pb2010/normalized-j12015_3-unsat.smt2,RETURN PROOF
QF_LIA/pb2010/normalized-j9048_1-unsat.smt2,RETURN PROOF
QF_LIA/pb2010/normalized-j9012_2-unsat.smt2,RETURN PROOF
QF_LIA/pb2010/normalized-j9015_10-unsat.smt2,RETURN PROOF
QF_LIA/pb2010/normalized-j6010_2-unsat.smt2,RETURN PROOF
QF_LIA/pb2010/normalized-j6030_9-unsat.smt2,RETURN PROOF
QF_LIA/pb2010/normalized-j308_1-unsat.smt2,RETURN PROOF
QF_LIA/pb2010/normalized-j1205_1-unsat.smt2,RETURN PROOF
QF_LIA/pb2010/normalized-j9014_1-unsat.smt2,RETURN PROOF
QF_LIA/pb2010/normalized-j9039_3-unsat.smt2,RETURN PROOF
QF_LIA/pb2010/normalized-j606_1-unsat.smt2,RETURN PROOF
QF_LIA/pb2010/normalized-j907_8-unsat.smt2,RETURN PROOF
QF_LIA/pb2010/normalized-j903_10-unsat.smt2,RETURN PROOF
QF_LIA/pb2010/normalized-j9010_6-unsat.smt2,RETURN PROOF
QF_LIA/pb2010/normalized-j6027_4-unsat.smt2,RETURN PROOF
QF_LIA/pb2010/normalized-j12023_3-unsat.smt2,RETURN PROOF
QF_LIA/pb2010/normalized-j6033_2-unsat.smt2,RETURN PROOF
QF_LIA/pb2010/normalized-j9035_1-unsat.smt2,RETURN PROOF
QF_LIA/pb2010/normalized-j603_2-unsat.smt2,RETURN PROOF
QF_LIA/pb2010/normalized-j12013_1-unsat.smt2,RETURN PROOF
