FILENAME,STATUS
LIA/psyco/028.smt2,UN-UNSAT
LIA/psyco/015.smt2,UN-UNSAT
LIA/psyco/003.smt2,UN-UNSAT
LIA/psyco/069.smt2,UN-UNSAT
LIA/psyco/085.smt2,UN-UNSAT
LIA/psyco/065.smt2,UN-UNSAT
LIA/psyco/108.smt2,UN-UNSAT
LIA/psyco/045.smt2,UN-UNSAT
LIA/psyco/116.smt2,UN-UNSAT
LIA/psyco/107.smt2,UN-UNSAT
LIA/psyco/134.smt2,UN-UNSAT
LIA/psyco/013.smt2,UN-UNSAT
LIA/psyco/075.smt2,UN-UNSAT
LIA/psyco/118.smt2,UN-UNSAT
LIA/psyco/040.smt2,UN-UNSAT
LIA/psyco/012.smt2,UN-UNSAT
LIA/psyco/023.smt2,UN-UNSAT
LIA/psyco/025.smt2,UN-UNSAT
LIA/psyco/186.smt2,UN-UNSAT
LIA/psyco/172.smt2,UN-UNSAT
LIA/psyco/181.smt2,UN-UNSAT
LIA/psyco/140.smt2,UN-UNSAT
LIA/psyco/037.smt2,UN-UNSAT
LIA/psyco/136.smt2,UN-UNSAT
LIA/psyco/120.smt2,UN-UNSAT
LIA/psyco/148.smt2,UN-UNSAT
LIA/psyco/068.smt2,UN-UNSAT
LIA/psyco/109.smt2,UN-UNSAT
LIA/psyco/090.smt2,UN-UNSAT
LIA/psyco/026.smt2,UN-UNSAT
LIA/psyco/154.smt2,UN-UNSAT
LIA/psyco/070.smt2,UN-UNSAT
LIA/psyco/083.smt2,UN-UNSAT
LIA/psyco/027.smt2,UN-UNSAT
LIA/psyco/100.smt2,UN-UNSAT
LIA/psyco/104.smt2,UN-UNSAT
LIA/psyco/159.smt2,UN-UNSAT
LIA/psyco/162.smt2,UN-UNSAT
LIA/psyco/004.smt2,UN-UNSAT
LIA/psyco/094.smt2,UN-UNSAT
LIA/psyco/052.smt2,UN-UNSAT
LIA/psyco/160.smt2,UN-UNSAT
LIA/psyco/150.smt2,UN-UNSAT
LIA/psyco/131.smt2,UN-UNSAT
LIA/psyco/039.smt2,UN-UNSAT
LIA/psyco/002.smt2,UN-UNSAT
LIA/psyco/178.smt2,UN-UNSAT
LIA/psyco/062.smt2,UN-UNSAT
LIA/psyco/171.smt2,UN-UNSAT
LIA/psyco/073.smt2,UN-UNSAT
LIA/psyco/165.smt2,UN-UNSAT
LIA/psyco/087.smt2,UN-UNSAT
LIA/psyco/081.smt2,UN-UNSAT
