FILENAME,STATUS
QF_LIA/prime-cone/prime_cone_unsat_12.smt2,RETURN PROOF
QF_LIA/prime-cone/prime_cone_unsat_14.smt2,RETURN PROOF
QF_LIA/prime-cone/prime_cone_sat_18.smt2,UN-UNSAT
QF_LIA/prime-cone/prime_cone_sat_4.smt2,UN-UNSAT
QF_LIA/prime-cone/prime_cone_unsat_10.smt2,RETURN PROOF
QF_LIA/prime-cone/prime_cone_sat_5.smt2,UN-UNSAT
QF_LIA/prime-cone/prime_cone_unsat_11.smt2,RETURN PROOF
QF_LIA/prime-cone/prime_cone_sat_13.smt2,UN-UNSAT
QF_LIA/prime-cone/prime_cone_sat_9.smt2,UN-UNSAT
QF_LIA/prime-cone/prime_cone_sat_6.smt2,UN-UNSAT
QF_LIA/prime-cone/prime_cone_sat_15.smt2,UN-UNSAT
QF_LIA/prime-cone/prime_cone_unsat_19.smt2,RETURN PROOF
QF_LIA/prime-cone/prime_cone_sat_14.smt2,UN-UNSAT
QF_LIA/prime-cone/prime_cone_unsat_9.smt2,RETURN PROOF
QF_LIA/prime-cone/prime_cone_sat_16.smt2,UN-UNSAT
QF_LIA/prime-cone/prime_cone_unsat_3.smt2,RETURN PROOF
QF_LIA/prime-cone/prime_cone_unsat_7.smt2,RETURN PROOF
QF_LIA/prime-cone/prime_cone_sat_12.smt2,UN-UNSAT
QF_LIA/prime-cone/prime_cone_unsat_16.smt2,RETURN PROOF
QF_LIA/prime-cone/prime_cone_sat_19.smt2,UN-UNSAT
QF_LIA/prime-cone/prime_cone_sat_7.smt2,UN-UNSAT
QF_LIA/prime-cone/prime_cone_unsat_4.smt2,RETURN PROOF
QF_LIA/prime-cone/prime_cone_unsat_5.smt2,RETURN PROOF
QF_LIA/prime-cone/prime_cone_sat_20.smt2,UN-UNSAT
QF_LIA/prime-cone/prime_cone_unsat_13.smt2,RETURN PROOF
QF_LIA/prime-cone/prime_cone_sat_17.smt2,UN-UNSAT
QF_LIA/prime-cone/prime_cone_sat_8.smt2,UN-UNSAT
QF_LIA/prime-cone/prime_cone_unsat_8.smt2,RETURN PROOF
QF_LIA/prime-cone/prime_cone_unsat_6.smt2,RETURN PROOF
QF_LIA/prime-cone/prime_cone_sat_3.smt2,UN-UNSAT
QF_LIA/prime-cone/prime_cone_unsat_15.smt2,RETURN PROOF
QF_LIA/prime-cone/prime_cone_unsat_17.smt2,RETURN PROOF
QF_LIA/prime-cone/prime_cone_unsat_20.smt2,RETURN PROOF
QF_LIA/prime-cone/prime_cone_sat_10.smt2,UN-UNSAT
QF_LIA/prime-cone/prime_cone_sat_11.smt2,UN-UNSAT
QF_LIA/prime-cone/prime_cone_sat_2.smt2,UN-UNSAT
QF_LIA/prime-cone/prime_cone_unsat_18.smt2,RETURN PROOF
QF_LIA/miplib2003/mzzv11.sat.smt2,UN-UNSAT
QF_LIA/miplib2003/manna81.sat.smt2,UN-UNSAT
QF_LIA/miplib2003/stp3d.sat.smt2,UN-UNSAT
QF_LIA/miplib2003/disctom.sat.smt2,UN-UNSAT
QF_LIA/miplib2003/fast0507.sat.smt2,UN-UNSAT
QF_LIA/miplib2003/p2756.sat.smt2,UN-UNSAT
QF_LIA/miplib2003/protfold.sat.smt2,UN-UNSAT
QF_LIA/miplib2003/ds.sat.smt2,UN-UNSAT
QF_LIA/miplib2003/seymour.sat.smt2,UN-UNSAT
QF_LIA/miplib2003/air04.sat.smt2,UN-UNSAT
QF_LIA/miplib2003/mzzv42z.sat.smt2,UN-UNSAT
QF_LIA/miplib2003/nw04.sat.smt2,UN-UNSAT
QF_LIA/miplib2003/harp2.sat.smt2,UN-UNSAT
QF_LIA/miplib2003/cap6000.sat.smt2,UN-UNSAT
QF_LIA/miplib2003/air05.sat.smt2,UN-UNSAT
QF_LIA/miplib2003/sp97ar.sat.smt2,UN-UNSAT
QF_LIA/20180326-Bromberger/unbd-sage/unbd075v83c/unbd-sage17.smt2,UN-UNSAT
QF_LIA/20180326-Bromberger/unbd-sage/unbd075v83c/unbd-sage7.smt2,UN-UNSAT
QF_LIA/20180326-Bromberger/unbd-sage/unbd075v83c/unbd-sage8.smt2,UN-UNSAT
QF_LIA/20180326-Bromberger/unbd-sage/unbd075v83c/unbd-sage10.smt2,UN-UNSAT
QF_LIA/20180326-Bromberger/unbd-sage/unbd075v83c/unbd-sage9.smt2,UN-UNSAT
QF_LIA/20180326-Bromberger/unbd-sage/unbd075v83c/unbd-sage13.smt2,UN-UNSAT
QF_LIA/20180326-Bromberger/unbd-sage/unbd075v83c/unbd-sage21.smt2,UN-UNSAT
QF_LIA/20180326-Bromberger/unbd-sage/unbd075v83c/unbd-sage3.smt2,UN-UNSAT
QF_LIA/20180326-Bromberger/unbd-sage/unbd075v83c/unbd-sage6.smt2,UN-UNSAT
QF_LIA/20180326-Bromberger/unbd-sage/unbd075v83c/unbd-sage2.smt2,UN-UNSAT
QF_LIA/20180326-Bromberger/unbd-sage/unbd075v83c/unbd-sage22.smt2,UN-UNSAT
QF_LIA/20180326-Bromberger/unbd-sage/unbd075v83c/unbd-sage15.smt2,UN-UNSAT
QF_LIA/20180326-Bromberger/unbd-sage/unbd075v83c/unbd-sage0.smt2,UN-UNSAT
QF_LIA/20180326-Bromberger/unbd-sage/unbd075v83c/unbd-sage12.smt2,UN-UNSAT
QF_LIA/20180326-Bromberger/unbd-sage/unbd075v83c/unbd-sage16.smt2,UN-UNSAT
QF_LIA/20180326-Bromberger/unbd-sage/unbd075v83c/unbd-sage4.smt2,UN-UNSAT
QF_LIA/20180326-Bromberger/unbd-sage/unbd075v83c/unbd-sage19.smt2,UN-UNSAT
QF_LIA/20180326-Bromberger/unbd-sage/unbd075v83c/unbd-sage24.smt2,UN-UNSAT
QF_LIA/20180326-Bromberger/unbd-sage/unbd075v83c/unbd-sage14.smt2,UN-UNSAT
QF_LIA/20180326-Bromberger/unbd-sage/unbd075v83c/unbd-sage11.smt2,UN-UNSAT
QF_LIA/20180326-Bromberger/unbd-sage/unbd075v83c/unbd-sage18.smt2,UN-UNSAT
QF_LIA/20180326-Bromberger/unbd-sage/unbd075v83c/unbd-sage23.smt2,UN-UNSAT
QF_LIA/20180326-Bromberger/unbd-sage/unbd075v83c/unbd-sage20.smt2,UN-UNSAT
QF_LIA/20180326-Bromberger/unbd-sage/unbd075v83c/unbd-sage5.smt2,UN-UNSAT
QF_LIA/20180326-Bromberger/unbd-sage/unbd075v83c/unbd-sage1.smt2,UN-UNSAT
QF_LIA/20180326-Bromberger/unbd-sage/unbd010v15c/unbd-sage17.smt2,UN-UNSAT
QF_LIA/20180326-Bromberger/unbd-sage/unbd010v15c/unbd-sage7.smt2,UN-UNSAT
QF_LIA/20180326-Bromberger/unbd-sage/unbd010v15c/unbd-sage8.smt2,UN-UNSAT
QF_LIA/20180326-Bromberger/unbd-sage/unbd010v15c/unbd-sage10.smt2,UN-UNSAT
QF_LIA/20180326-Bromberger/unbd-sage/unbd010v15c/unbd-sage9.smt2,UN-UNSAT
QF_LIA/20180326-Bromberger/unbd-sage/unbd010v15c/unbd-sage13.smt2,UN-UNSAT
QF_LIA/20180326-Bromberger/unbd-sage/unbd010v15c/unbd-sage21.smt2,UN-UNSAT
QF_LIA/20180326-Bromberger/unbd-sage/unbd010v15c/unbd-sage3.smt2,UN-UNSAT
QF_LIA/20180326-Bromberger/unbd-sage/unbd010v15c/unbd-sage6.smt2,UN-UNSAT
QF_LIA/20180326-Bromberger/unbd-sage/unbd010v15c/unbd-sage2.smt2,UN-UNSAT
QF_LIA/20180326-Bromberger/unbd-sage/unbd010v15c/unbd-sage22.smt2,UN-UNSAT
QF_LIA/20180326-Bromberger/unbd-sage/unbd010v15c/unbd-sage15.smt2,UN-UNSAT
QF_LIA/20180326-Bromberger/unbd-sage/unbd010v15c/unbd-sage0.smt2,UN-UNSAT
QF_LIA/20180326-Bromberger/unbd-sage/unbd010v15c/unbd-sage12.smt2,UN-UNSAT
QF_LIA/20180326-Bromberger/unbd-sage/unbd010v15c/unbd-sage16.smt2,UN-UNSAT
QF_LIA/20180326-Bromberger/unbd-sage/unbd010v15c/unbd-sage4.smt2,UN-UNSAT
QF_LIA/20180326-Bromberger/unbd-sage/unbd010v15c/unbd-sage19.smt2,UN-UNSAT
QF_LIA/20180326-Bromberger/unbd-sage/unbd010v15c/unbd-sage24.smt2,UN-UNSAT
QF_LIA/20180326-Bromberger/unbd-sage/unbd010v15c/unbd-sage14.smt2,UN-UNSAT
QF_LIA/20180326-Bromberger/unbd-sage/unbd010v15c/unbd-sage11.smt2,UN-UNSAT
QF_LIA/20180326-Bromberger/unbd-sage/unbd010v15c/unbd-sage18.smt2,UN-UNSAT
QF_LIA/20180326-Bromberger/unbd-sage/unbd010v15c/unbd-sage23.smt2,UN-UNSAT
QF_LIA/20180326-Bromberger/unbd-sage/unbd010v15c/unbd-sage20.smt2,UN-UNSAT
QF_LIA/20180326-Bromberger/unbd-sage/unbd010v15c/unbd-sage5.smt2,UN-UNSAT
QF_LIA/20180326-Bromberger/unbd-sage/unbd010v15c/unbd-sage1.smt2,UN-UNSAT
QF_LIA/20180326-Bromberger/unbd-sage/unbd025v30c/unbd-sage17.smt2,UN-UNSAT
QF_LIA/20180326-Bromberger/unbd-sage/unbd025v30c/unbd-sage7.smt2,UN-UNSAT
QF_LIA/20180326-Bromberger/unbd-sage/unbd025v30c/unbd-sage8.smt2,UN-UNSAT
QF_LIA/20180326-Bromberger/unbd-sage/unbd025v30c/unbd-sage10.smt2,UN-UNSAT
QF_LIA/20180326-Bromberger/unbd-sage/unbd025v30c/unbd-sage9.smt2,UN-UNSAT
QF_LIA/20180326-Bromberger/unbd-sage/unbd025v30c/unbd-sage13.smt2,UN-UNSAT
QF_LIA/20180326-Bromberger/unbd-sage/unbd025v30c/unbd-sage21.smt2,UN-UNSAT
QF_LIA/20180326-Bromberger/unbd-sage/unbd025v30c/unbd-sage3.smt2,UN-UNSAT
QF_LIA/20180326-Bromberger/unbd-sage/unbd025v30c/unbd-sage6.smt2,UN-UNSAT
QF_LIA/20180326-Bromberger/unbd-sage/unbd025v30c/unbd-sage2.smt2,UN-UNSAT
QF_LIA/20180326-Bromberger/unbd-sage/unbd025v30c/unbd-sage22.smt2,UN-UNSAT
QF_LIA/20180326-Bromberger/unbd-sage/unbd025v30c/unbd-sage15.smt2,UN-UNSAT
QF_LIA/20180326-Bromberger/unbd-sage/unbd025v30c/unbd-sage0.smt2,UN-UNSAT
QF_LIA/20180326-Bromberger/unbd-sage/unbd025v30c/unbd-sage12.smt2,UN-UNSAT
QF_LIA/20180326-Bromberger/unbd-sage/unbd025v30c/unbd-sage16.smt2,UN-UNSAT
QF_LIA/20180326-Bromberger/unbd-sage/unbd025v30c/unbd-sage4.smt2,UN-UNSAT
QF_LIA/20180326-Bromberger/unbd-sage/unbd025v30c/unbd-sage19.smt2,UN-UNSAT
QF_LIA/20180326-Bromberger/unbd-sage/unbd025v30c/unbd-sage24.smt2,UN-UNSAT
QF_LIA/20180326-Bromberger/unbd-sage/unbd025v30c/unbd-sage14.smt2,UN-UNSAT
QF_LIA/20180326-Bromberger/unbd-sage/unbd025v30c/unbd-sage11.smt2,UN-UNSAT
QF_LIA/20180326-Bromberger/unbd-sage/unbd025v30c/unbd-sage18.smt2,UN-UNSAT
QF_LIA/20180326-Bromberger/unbd-sage/unbd025v30c/unbd-sage23.smt2,UN-UNSAT
QF_LIA/20180326-Bromberger/unbd-sage/unbd025v30c/unbd-sage20.smt2,UN-UNSAT
