FILENAME,STATUS
QF_IDL/RTCL/b13_tf_25/ckt_PROP1_tf_25.smt2,RETURN PROOF
QF_IDL/RTCL/b13_tf_25/ckt_PROP8_tf_25.smt2,RETURN PROOF
QF_IDL/RTCL/b13_tf_25/ckt_PROP3_tf_25.smt2,RETURN PROOF
QF_IDL/RTCL/b13_tf_25/ckt_PROP2_tf_25.smt2,RETURN PROOF
QF_IDL/RTCL/b13_tf_25/ckt_PROP5_tf_25.smt2,RETURN PROOF
QF_IDL/RTCL/b13_tf_15/ckt_PROP2_tf_15.smt2,RETURN PROOF
QF_IDL/RTCL/b13_tf_15/ckt_PROP1_tf_15.smt2,RETURN PROOF
QF_IDL/RTCL/b13_tf_15/ckt_PROP5_tf_15.smt2,RETURN PROOF
QF_IDL/RTCL/b13_tf_15/ckt_PROP3_tf_15.smt2,RETURN PROOF
QF_IDL/RTCL/b13_tf_15/ckt_PROP8_tf_15.smt2,RETURN PROOF
QF_IDL/RTCL/b13_tf_9_PROP14/ckt_PROP14_tf_9.smt2,UN-UNSAT
QF_IDL/RTCL/b01_tf_20/ckt_PROP0_tf_20.smt2,RETURN PROOF
QF_IDL/RTCL/b01_tf_15/ckt_PROP0_tf_15.smt2,RETURN PROOF
QF_IDL/RTCL/b13_tf_13_PROP40/ckt_PROP40_tf_13.smt2,UN-UNSAT
QF_IDL/RTCL/b02_tf_15/ckt_PROP0_tf_15.smt2,RETURN PROOF
QF_IDL/RTCL/b13_tf_12_PROP4/ckt_PROP4_tf_12.smt2,UN-UNSAT
QF_IDL/RTCL/b13_tf_10/ckt_PROP5_tf_10.smt2,RETURN PROOF
QF_IDL/RTCL/b13_tf_10/ckt_PROP3_tf_10.smt2,RETURN PROOF
QF_IDL/RTCL/b13_tf_10/ckt_PROP8_tf_10.smt2,RETURN PROOF
QF_IDL/RTCL/b13_tf_10/ckt_PROP1_tf_10.smt2,RETURN PROOF
QF_IDL/RTCL/b13_tf_10/ckt_PROP2_tf_10.smt2,RETURN PROOF
QF_IDL/RTCL/b13_tf_30/ckt_PROP1_tf_30.smt2,RETURN PROOF
QF_IDL/RTCL/b13_tf_30/ckt_PROP8_tf_30.smt2,RETURN PROOF
QF_IDL/RTCL/b13_tf_30/ckt_PROP3_tf_30.smt2,RETURN PROOF
QF_IDL/RTCL/b13_tf_30/ckt_PROP2_tf_30.smt2,RETURN PROOF
QF_IDL/RTCL/b13_tf_30/ckt_PROP5_tf_30.smt2,NO PROOF
QF_IDL/RTCL/b13_tf_9_PROP7/ckt_PROP7_tf_9.smt2,UN-UNSAT
QF_IDL/RTCL/b02_tf_20/ckt_PROP0_tf_20.smt2,RETURN PROOF
QF_IDL/RTCL/b13_tf_20/ckt_PROP2_tf_20.smt2,RETURN PROOF
QF_IDL/RTCL/b13_tf_20/ckt_PROP1_tf_20.smt2,RETURN PROOF
QF_IDL/RTCL/b13_tf_20/ckt_PROP3_tf_20.smt2,RETURN PROOF
QF_IDL/RTCL/b13_tf_20/ckt_PROP8_tf_20.smt2,RETURN PROOF
QF_IDL/RTCL/b13_tf_20/ckt_PROP5_tf_20.smt2,RETURN PROOF
